account_id,account_district_id,account_frequency
765,12,monthly issuance
3412,31,monthly issuance
2610,54,monthly issuance
4454,63,monthly issuance
595,20,monthly issuance
1391,15,monthly issuance
3438,35,monthly issuance
1553,59,monthly issuance
10645,2,monthly issuance
2531,51,monthly issuance
1081,64,monthly issuance
2441,47,monthly issuance
193,69,monthly issuance
3390,12,weekly issuance
3393,4,monthly issuance
440,29,monthly issuance
2356,34,weekly issuance
333,73,monthly issuance
1884,54,monthly issuance
434,1,monthly issuance
2875,19,monthly issuance
2532,38,monthly issuance
3029,42,monthly issuance
2699,73,monthly issuance
935,23,monthly issuance
2777,62,monthly issuance
1659,46,monthly issuance
252,19,monthly issuance
7045,51,monthly issuance
3941,7,monthly issuance
2761,1,monthly issuance
7966,54,monthly issuance
2408,26,monthly issuance
592,23,monthly issuance
1195,42,monthly issuance
2261,1,weekly issuance
8341,64,monthly issuance
6706,38,monthly issuance
2507,62,monthly issuance
3387,25,weekly issuance
3991,1,monthly issuance
1056,1,weekly issuance
2852,70,monthly issuance
3043,1,monthly issuance
10404,1,monthly issuance
528,17,monthly issuance
9424,54,monthly issuance
3190,1,monthly issuance
1390,69,monthly issuance
1988,72,monthly issuance
2362,16,monthly issuance
2064,54,monthly issuance
2689,70,monthly issuance
9730,54,monthly issuance
1387,67,monthly issuance
2637,70,monthly issuance
1221,45,monthly issuance
1860,70,monthly issuance
3540,18,monthly issuance
263,64,weekly issuance
4660,63,monthly issuance
294,7,monthly issuance
4354,38,monthly issuance
3639,4,monthly issuance
1677,69,monthly issuance
2653,66,monthly issuance
3870,38,monthly issuance
17,1,monthly issuance
537,34,monthly issuance
10493,12,monthly issuance
2964,72,monthly issuance
752,23,monthly issuance
6064,49,monthly issuance
2981,46,monthly issuance
3527,44,monthly issuance
3005,42,issuance after transaction
11244,33,monthly issuance
3470,8,monthly issuance
3110,48,monthly issuance
2300,36,monthly issuance
10148,34,monthly issuance
1707,75,monthly issuance
512,68,monthly issuance
9031,47,monthly issuance
3375,9,monthly issuance
2571,61,monthly issuance
3304,36,monthly issuance
3908,13,monthly issuance
9549,4,monthly issuance
4534,63,monthly issuance
872,27,monthly issuance
2854,1,monthly issuance
2696,1,monthly issuance
1214,39,monthly issuance
1262,29,monthly issuance
8320,51,monthly issuance
3910,10,monthly issuance
364,1,monthly issuance
480,23,monthly issuance
2535,61,monthly issuance
9179,28,monthly issuance
2299,1,monthly issuance
6138,54,monthly issuance
1840,21,monthly issuance
3471,63,monthly issuance
1651,34,monthly issuance
320,47,monthly issuance
3961,52,monthly issuance
3379,63,monthly issuance
4052,36,weekly issuance
3964,25,monthly issuance
3681,70,monthly issuance
2229,1,monthly issuance
8742,70,monthly issuance
52,16,monthly issuance
1853,7,monthly issuance
3861,2,monthly issuance
3067,46,monthly issuance
3659,54,monthly issuance
1356,39,monthly issuance
1656,47,monthly issuance
2103,48,monthly issuance
1854,32,monthly issuance
910,1,monthly issuance
3794,20,monthly issuance
3546,55,monthly issuance
605,65,monthly issuance
3990,77,monthly issuance
2021,69,monthly issuance
11231,1,monthly issuance
4266,54,monthly issuance
2455,30,monthly issuance
3633,18,monthly issuance
4026,58,monthly issuance
3620,14,monthly issuance
4550,56,monthly issuance
1616,22,monthly issuance
1498,62,weekly issuance
598,1,monthly issuance
2262,13,monthly issuance
2126,1,monthly issuance
1418,35,monthly issuance
2537,27,monthly issuance
159,70,monthly issuance
11141,1,weekly issuance
2477,11,monthly issuance
1182,8,monthly issuance
130,54,monthly issuance
828,1,monthly issuance
2042,31,monthly issuance
4358,5,monthly issuance
3565,30,monthly issuance
796,1,monthly issuance
2381,1,monthly issuance
1430,26,monthly issuance
2085,25,monthly issuance
3059,1,monthly issuance
3959,1,weekly issuance
1068,52,monthly issuance
10915,25,weekly issuance
729,14,monthly issuance
1141,28,monthly issuance
1264,1,monthly issuance
351,50,monthly issuance
424,12,monthly issuance
1037,1,monthly issuance
2656,1,monthly issuance
5445,72,monthly issuance
3188,24,monthly issuance
3236,52,monthly issuance
2766,31,monthly issuance
1447,65,monthly issuance
3331,16,monthly issuance
4268,77,monthly issuance
1524,6,monthly issuance
4746,54,monthly issuance
3337,58,issuance after transaction
323,52,monthly issuance
2016,1,monthly issuance
226,70,monthly issuance
5180,54,monthly issuance
1619,38,monthly issuance
2661,1,monthly issuance
1818,54,monthly issuance
2937,1,monthly issuance
2194,54,monthly issuance
1336,5,monthly issuance
2325,55,monthly issuance
292,49,monthly issuance
2797,74,monthly issuance
1736,74,monthly issuance
2405,64,monthly issuance
2415,16,monthly issuance
3851,1,monthly issuance
2782,1,monthly issuance
195,70,monthly issuance
2380,46,monthly issuance
1928,70,monthly issuance
3242,28,monthly issuance
3541,70,monthly issuance
3652,36,monthly issuance
2024,20,monthly issuance
919,62,monthly issuance
1096,34,monthly issuance
1215,65,monthly issuance
6306,64,monthly issuance
2089,29,weekly issuance
850,25,monthly issuance
1668,62,monthly issuance
2224,46,issuance after transaction
3574,72,monthly issuance
6061,1,monthly issuance
2270,14,monthly issuance
214,22,monthly issuance
3031,51,monthly issuance
1746,1,monthly issuance
64,64,monthly issuance
3842,1,monthly issuance
3971,75,monthly issuance
405,55,monthly issuance
600,46,monthly issuance
1740,57,monthly issuance
2672,59,monthly issuance
114,60,monthly issuance
2760,10,monthly issuance
2597,31,monthly issuance
2908,61,monthly issuance
191,41,monthly issuance
2354,7,monthly issuance
3782,9,weekly issuance
3328,1,monthly issuance
3083,66,monthly issuance
1199,50,monthly issuance
10652,1,monthly issuance
2690,66,monthly issuance
2495,70,monthly issuance
8505,70,monthly issuance
304,4,monthly issuance
8926,1,monthly issuance
578,28,weekly issuance
1363,11,monthly issuance
1165,44,monthly issuance
85,68,monthly issuance
749,38,monthly issuance
8026,36,monthly issuance
3332,17,monthly issuance
3739,1,monthly issuance
1907,1,monthly issuance
1976,26,monthly issuance
3658,24,monthly issuance
3581,66,monthly issuance
1466,69,weekly issuance
3176,26,monthly issuance
1459,12,monthly issuance
1321,60,monthly issuance
2966,33,monthly issuance
157,11,monthly issuance
2158,38,monthly issuance
2843,30,monthly issuance
3266,14,monthly issuance
2048,76,monthly issuance
442,54,monthly issuance
3885,51,monthly issuance
1863,62,monthly issuance
9167,56,monthly issuance
2874,32,monthly issuance
3695,30,monthly issuance
10068,1,monthly issuance
2725,52,monthly issuance
2899,40,monthly issuance
144,10,weekly issuance
1933,35,monthly issuance
1034,73,monthly issuance
49,1,monthly issuance
1594,15,monthly issuance
1138,41,monthly issuance
3544,33,monthly issuance
1636,53,monthly issuance
10812,16,monthly issuance
2165,51,monthly issuance
3460,16,monthly issuance
4208,1,monthly issuance
2954,1,monthly issuance
843,6,monthly issuance
2901,1,monthly issuance
1734,37,monthly issuance
2466,39,monthly issuance
476,69,monthly issuance
1407,19,issuance after transaction
1598,15,monthly issuance
2166,71,monthly issuance
1259,72,monthly issuance
927,69,monthly issuance
2575,72,monthly issuance
4467,17,weekly issuance
1253,5,monthly issuance
1281,8,monthly issuance
1915,2,monthly issuance
3716,1,monthly issuance
1560,62,monthly issuance
4725,73,monthly issuance
1665,73,monthly issuance
12,21,monthly issuance
3398,43,monthly issuance
4475,72,monthly issuance
2586,57,monthly issuance
189,76,monthly issuance
3077,64,monthly issuance
3634,21,monthly issuance
3897,13,monthly issuance
2055,37,monthly issuance
3012,49,monthly issuance
1035,73,monthly issuance
1687,23,monthly issuance
407,72,weekly issuance
2744,70,weekly issuance
3194,11,monthly issuance
109,53,monthly issuance
1198,70,monthly issuance
3830,56,monthly issuance
3692,70,monthly issuance
3217,75,issuance after transaction
453,75,monthly issuance
2539,24,monthly issuance
794,63,monthly issuance
636,75,monthly issuance
309,14,monthly issuance
873,73,monthly issuance
589,1,monthly issuance
9484,5,monthly issuance
3052,44,monthly issuance
10134,22,monthly issuance
3846,61,monthly issuance
912,65,monthly issuance
2080,74,monthly issuance
2857,19,monthly issuance
647,1,monthly issuance
2952,65,monthly issuance
240,72,monthly issuance
1693,1,issuance after transaction
2612,1,monthly issuance
3104,1,monthly issuance
1488,25,monthly issuance
2451,54,monthly issuance
10257,27,monthly issuance
1024,19,monthly issuance
2173,64,monthly issuance
98,55,monthly issuance
3119,33,monthly issuance
1230,1,monthly issuance
2594,19,issuance after transaction
3773,10,monthly issuance
3635,10,monthly issuance
293,1,monthly issuance
1178,41,monthly issuance
3988,23,monthly issuance
2816,74,monthly issuance
722,38,issuance after transaction
2184,6,monthly issuance
10022,1,monthly issuance
1385,53,monthly issuance
3506,70,monthly issuance
316,62,monthly issuance
3711,3,monthly issuance
1982,6,monthly issuance
2071,35,monthly issuance
2800,41,monthly issuance
997,54,monthly issuance
367,23,monthly issuance
2141,21,monthly issuance
2127,1,monthly issuance
3214,67,monthly issuance
250,56,monthly issuance
3742,59,monthly issuance
3577,74,monthly issuance
2448,23,monthly issuance
1130,1,monthly issuance
2118,42,monthly issuance
2005,16,monthly issuance
475,3,monthly issuance
6922,3,weekly issuance
3122,74,monthly issuance
282,69,monthly issuance
3140,3,monthly issuance
3790,1,weekly issuance
5164,5,monthly issuance
8149,64,issuance after transaction
2900,20,monthly issuance
383,38,monthly issuance
1953,9,weekly issuance
3344,70,monthly issuance
139,38,weekly issuance
1808,28,monthly issuance
3299,11,weekly issuance
1697,63,monthly issuance
2392,1,monthly issuance
8713,53,monthly issuance
3403,63,monthly issuance
1424,32,monthly issuance
2366,68,monthly issuance
2668,21,monthly issuance
2698,49,monthly issuance
3872,25,monthly issuance
10343,8,monthly issuance
2743,51,monthly issuance
834,3,monthly issuance
1956,63,monthly issuance
4729,66,monthly issuance
760,1,monthly issuance
2324,1,monthly issuance
7559,56,monthly issuance
9208,29,monthly issuance
3163,41,monthly issuance
3732,21,monthly issuance
1710,74,monthly issuance
868,1,monthly issuance
534,1,monthly issuance
3662,4,monthly issuance
11053,46,monthly issuance
3172,77,monthly issuance
3905,54,issuance after transaction
464,43,monthly issuance
1574,75,monthly issuance
2891,42,monthly issuance
2860,54,weekly issuance
10679,1,monthly issuance
5,15,monthly issuance
4130,70,monthly issuance
4527,9,monthly issuance
3951,22,monthly issuance
3700,1,monthly issuance
2564,36,monthly issuance
3202,8,monthly issuance
879,9,monthly issuance
2404,8,monthly issuance
1537,54,monthly issuance
3768,52,monthly issuance
5944,27,monthly issuance
9673,76,monthly issuance
229,1,monthly issuance
614,25,monthly issuance
1724,48,monthly issuance
1185,12,monthly issuance
349,72,monthly issuance
682,54,monthly issuance
291,7,monthly issuance
3211,72,monthly issuance
3060,73,monthly issuance
4471,4,weekly issuance
2956,15,monthly issuance
2019,64,monthly issuance
1491,47,monthly issuance
3496,42,monthly issuance
1841,36,monthly issuance
7180,7,weekly issuance
5648,59,monthly issuance
2509,43,monthly issuance
2878,1,monthly issuance
1015,1,monthly issuance
1753,71,monthly issuance
2372,1,monthly issuance
6097,29,monthly issuance
2720,2,weekly issuance
2006,25,monthly issuance
3953,1,monthly issuance
2135,51,monthly issuance
1551,72,monthly issuance
1095,54,monthly issuance
3703,74,monthly issuance
3719,37,monthly issuance
2057,1,monthly issuance
2560,15,monthly issuance
3986,19,monthly issuance
4858,67,monthly issuance
1354,31,monthly issuance
3262,23,monthly issuance
3100,65,monthly issuance
1839,5,monthly issuance
3996,1,monthly issuance
622,24,monthly issuance
2340,14,monthly issuance
641,40,monthly issuance
3461,8,monthly issuance
672,53,monthly issuance
8645,60,monthly issuance
438,37,monthly issuance
2443,46,monthly issuance
4309,74,weekly issuance
3075,71,monthly issuance
2200,1,monthly issuance
3245,45,monthly issuance
2806,53,monthly issuance
556,12,monthly issuance
4301,1,monthly issuance
4156,42,monthly issuance
1921,42,monthly issuance
2939,5,monthly issuance
3665,28,monthly issuance
3524,66,monthly issuance
5196,13,weekly issuance
2883,77,monthly issuance
1346,74,monthly issuance
1514,7,monthly issuance
3154,1,monthly issuance
2081,36,monthly issuance
1255,68,monthly issuance
2208,7,monthly issuance
1284,55,monthly issuance
8153,9,monthly issuance
7721,13,monthly issuance
3889,16,monthly issuance
3085,66,monthly issuance
768,26,monthly issuance
8919,62,monthly issuance
185,32,monthly issuance
4150,65,monthly issuance
10774,46,monthly issuance
2728,52,weekly issuance
1339,76,monthly issuance
1929,1,monthly issuance
3433,73,monthly issuance
2337,65,monthly issuance
3,5,monthly issuance
2093,64,monthly issuance
3906,52,monthly issuance
3529,12,monthly issuance
864,72,monthly issuance
4336,2,monthly issuance
1647,1,monthly issuance
2169,57,monthly issuance
258,64,monthly issuance
1110,54,monthly issuance
105,21,monthly issuance
2992,43,monthly issuance
11317,50,monthly issuance
1681,68,monthly issuance
3428,27,monthly issuance
679,22,monthly issuance
10644,16,monthly issuance
2182,22,monthly issuance
9560,1,monthly issuance
3985,1,monthly issuance
3833,77,monthly issuance
705,35,monthly issuance
2447,38,monthly issuance
2452,1,monthly issuance
469,72,monthly issuance
483,70,monthly issuance
2678,1,monthly issuance
2183,54,monthly issuance
7052,55,issuance after transaction
680,17,monthly issuance
284,54,monthly issuance
1027,68,monthly issuance
1995,54,monthly issuance
211,28,monthly issuance
1432,27,monthly issuance
2369,49,monthly issuance
3867,1,monthly issuance
1890,1,weekly issuance
2204,9,monthly issuance
970,18,monthly issuance
5290,34,monthly issuance
2316,1,monthly issuance
611,46,monthly issuance
1794,74,monthly issuance
801,16,monthly issuance
3057,9,monthly issuance
2196,11,monthly issuance
2646,6,monthly issuance
2722,69,monthly issuance
2679,67,monthly issuance
2587,1,monthly issuance
3346,1,monthly issuance
1454,46,monthly issuance
2197,46,monthly issuance
1776,36,monthly issuance
547,24,monthly issuance
5758,44,monthly issuance
3185,45,monthly issuance
1950,70,monthly issuance
811,14,weekly issuance
3381,68,monthly issuance
1522,48,monthly issuance
41,72,monthly issuance
4533,68,monthly issuance
3343,1,monthly issuance
3686,77,monthly issuance
2927,37,monthly issuance
4091,9,monthly issuance
6602,74,monthly issuance
2558,46,monthly issuance
3208,29,monthly issuance
1389,34,monthly issuance
1033,32,monthly issuance
2449,23,monthly issuance
2000,5,monthly issuance
3724,16,monthly issuance
3281,1,monthly issuance
326,61,monthly issuance
307,26,monthly issuance
1951,23,monthly issuance
4445,47,monthly issuance
2338,59,monthly issuance
1319,56,issuance after transaction
311,50,monthly issuance
3293,1,monthly issuance
1648,40,monthly issuance
38,19,weekly issuance
1434,70,monthly issuance
7437,19,weekly issuance
4784,46,monthly issuance
2644,1,monthly issuance
785,21,weekly issuance
2776,23,monthly issuance
5572,15,monthly issuance
3046,74,monthly issuance
2138,75,monthly issuance
1662,1,monthly issuance
386,1,monthly issuance
591,1,monthly issuance
792,3,monthly issuance
1043,1,monthly issuance
9433,59,monthly issuance
509,36,monthly issuance
1747,30,monthly issuance
2073,59,monthly issuance
3097,66,monthly issuance
3062,17,monthly issuance
1355,1,monthly issuance
1881,60,monthly issuance
2595,1,monthly issuance
13,76,monthly issuance
996,47,monthly issuance
37,20,monthly issuance
2829,66,monthly issuance
529,39,monthly issuance
1857,37,monthly issuance
9140,32,monthly issuance
2485,41,monthly issuance
2607,1,monthly issuance
653,27,monthly issuance
10799,76,monthly issuance
1567,10,monthly issuance
1845,47,monthly issuance
1181,69,monthly issuance
3070,56,monthly issuance
645,70,monthly issuance
1795,53,monthly issuance
2442,14,monthly issuance
2845,62,monthly issuance
8639,46,monthly issuance
4003,25,monthly issuance
3537,45,monthly issuance
2394,62,monthly issuance
859,13,monthly issuance
3798,15,monthly issuance
2317,68,monthly issuance
3828,44,monthly issuance
2422,27,monthly issuance
3556,58,monthly issuance
1154,5,weekly issuance
3901,12,monthly issuance
3950,48,monthly issuance
2142,42,monthly issuance
2492,73,monthly issuance
45,64,monthly issuance
2172,1,monthly issuance
909,30,monthly issuance
10243,44,monthly issuance
1026,20,monthly issuance
3444,53,weekly issuance
1764,68,monthly issuance
4158,27,monthly issuance
585,4,monthly issuance
5698,1,monthly issuance
178,59,monthly issuance
2079,55,monthly issuance
2480,35,monthly issuance
2444,76,monthly issuance
3516,36,weekly issuance
1303,23,monthly issuance
783,1,monthly issuance
1729,53,monthly issuance
1790,70,monthly issuance
2351,74,monthly issuance
2997,40,monthly issuance
10650,76,monthly issuance
2684,7,monthly issuance
2459,55,monthly issuance
1240,1,monthly issuance
1783,70,monthly issuance
7156,71,monthly issuance
1085,42,monthly issuance
677,70,monthly issuance
6505,7,monthly issuance
402,68,monthly issuance
9156,18,monthly issuance
3987,25,monthly issuance
3852,20,monthly issuance
384,24,weekly issuance
1946,46,monthly issuance
3603,3,monthly issuance
1872,61,monthly issuance
3671,21,monthly issuance
735,70,monthly issuance
3274,76,monthly issuance
5870,75,monthly issuance
5283,15,monthly issuance
1438,23,weekly issuance
328,1,monthly issuance
118,68,monthly issuance
387,72,monthly issuance
3300,71,monthly issuance
3657,62,monthly issuance
823,71,monthly issuance
1876,1,monthly issuance
2765,69,monthly issuance
3463,38,monthly issuance
3103,1,issuance after transaction
1101,4,monthly issuance
179,1,weekly issuance
3610,1,monthly issuance
1814,17,monthly issuance
1718,71,monthly issuance
16,12,monthly issuance
4616,1,monthly issuance
3757,64,monthly issuance
2942,44,monthly issuance
89,68,monthly issuance
3106,12,weekly issuance
2312,65,monthly issuance
177,1,monthly issuance
4128,64,monthly issuance
2846,1,monthly issuance
1443,54,monthly issuance
1992,48,monthly issuance
755,38,monthly issuance
7274,11,monthly issuance
3383,29,monthly issuance
2461,1,monthly issuance
3916,8,monthly issuance
2745,60,monthly issuance
10152,34,monthly issuance
2007,45,monthly issuance
1064,70,monthly issuance
2370,51,monthly issuance
1379,47,monthly issuance
1313,45,monthly issuance
129,74,monthly issuance
6866,14,monthly issuance
4132,36,monthly issuance
2136,75,monthly issuance
2036,70,monthly issuance
3401,38,weekly issuance
1596,70,monthly issuance
4116,6,monthly issuance
3342,59,monthly issuance
2715,42,monthly issuance
4143,55,monthly issuance
2133,11,monthly issuance
2069,72,monthly issuance
205,1,monthly issuance
1150,29,monthly issuance
1608,26,monthly issuance
1494,1,monthly issuance
2272,48,monthly issuance
2634,45,monthly issuance
745,43,monthly issuance
3813,1,monthly issuance
1342,9,monthly issuance
121,55,monthly issuance
1727,9,monthly issuance
2097,46,monthly issuance
133,64,weekly issuance
2897,51,monthly issuance
5708,64,weekly issuance
7049,69,monthly issuance
1279,28,monthly issuance
502,1,monthly issuance
1506,51,monthly issuance
2231,2,monthly issuance
966,15,monthly issuance
1968,16,weekly issuance
2879,15,monthly issuance
3023,35,monthly issuance
3561,33,monthly issuance
1807,21,monthly issuance
11327,7,monthly issuance
2053,5,monthly issuance
550,24,monthly issuance
3324,3,monthly issuance
1061,44,monthly issuance
2215,48,monthly issuance
961,1,monthly issuance
2579,24,monthly issuance
3919,34,monthly issuance
3875,44,monthly issuance
2311,28,monthly issuance
2556,46,monthly issuance
1615,1,monthly issuance
2910,68,monthly issuance
2756,24,monthly issuance
1572,72,monthly issuance
3857,54,monthly issuance
156,64,monthly issuance
3922,68,monthly issuance
1209,23,monthly issuance
2371,15,weekly issuance
852,57,monthly issuance
2152,22,monthly issuance
398,69,monthly issuance
2174,18,monthly issuance
3705,20,monthly issuance
1172,6,monthly issuance
876,4,monthly issuance
2413,33,monthly issuance
3963,9,monthly issuance
643,64,monthly issuance
1340,52,monthly issuance
2703,61,monthly issuance
671,60,monthly issuance
782,42,monthly issuance
2784,40,monthly issuance
1703,72,monthly issuance
3598,76,monthly issuance
639,1,monthly issuance
3325,11,monthly issuance
10613,55,monthly issuance
606,75,monthly issuance
9227,51,monthly issuance
1723,70,monthly issuance
3404,33,monthly issuance
1657,12,monthly issuance
3395,16,monthly issuance
2296,29,monthly issuance
644,4,monthly issuance
2402,18,monthly issuance
2391,2,monthly issuance
1140,49,monthly issuance
952,41,monthly issuance
696,54,monthly issuance
2998,21,monthly issuance
867,60,monthly issuance
1208,4,monthly issuance
3423,11,monthly issuance
2831,1,monthly issuance
2211,61,issuance after transaction
3360,71,monthly issuance
1245,68,monthly issuance
1348,55,monthly issuance
2920,73,monthly issuance
566,8,monthly issuance
2658,27,monthly issuance
2721,74,monthly issuance
1833,54,monthly issuance
2221,58,monthly issuance
149,43,monthly issuance
3082,33,monthly issuance
3156,1,issuance after transaction
2438,71,monthly issuance
2693,17,monthly issuance
1866,4,monthly issuance
3365,11,monthly issuance
3382,23,weekly issuance
2125,43,weekly issuance
3396,1,monthly issuance
3105,37,monthly issuance
2162,50,monthly issuance
1125,1,weekly issuance
2979,10,monthly issuance
2850,57,monthly issuance
2832,12,monthly issuance
3102,33,monthly issuance
295,66,monthly issuance
1523,52,issuance after transaction
215,31,monthly issuance
421,75,monthly issuance
3715,74,monthly issuance
934,9,monthly issuance
3333,44,monthly issuance
1798,46,monthly issuance
10005,64,monthly issuance
4386,51,weekly issuance
1868,16,weekly issuance
232,45,monthly issuance
298,35,monthly issuance
1717,67,monthly issuance
1960,31,monthly issuance
1049,18,monthly issuance
2918,15,issuance after transaction
4140,28,monthly issuance
21,54,monthly issuance
1650,39,monthly issuance
800,11,monthly issuance
3415,75,monthly issuance
3722,76,monthly issuance
736,75,monthly issuance
2787,1,monthly issuance
673,31,monthly issuance
3406,53,monthly issuance
2796,5,weekly issuance
2775,30,monthly issuance
276,38,monthly issuance
315,45,monthly issuance
1072,65,monthly issuance
1156,59,monthly issuance
3836,68,monthly issuance
3013,73,monthly issuance
3033,69,monthly issuance
3174,65,monthly issuance
134,34,monthly issuance
1229,46,monthly issuance
3209,45,monthly issuance
2820,36,monthly issuance
938,70,monthly issuance
3501,36,monthly issuance
3616,50,monthly issuance
3911,32,monthly issuance
3992,43,monthly issuance
579,1,monthly issuance
2892,64,monthly issuance
1186,64,monthly issuance
2440,19,monthly issuance
2791,25,monthly issuance
3169,19,monthly issuance
2049,67,monthly issuance
758,51,monthly issuance
1177,27,monthly issuance
246,65,monthly issuance
1171,18,monthly issuance
3187,59,monthly issuance
3385,1,monthly issuance
703,54,monthly issuance
1318,56,monthly issuance
889,43,monthly issuance
4332,74,monthly issuance
564,5,monthly issuance
3934,6,monthly issuance
1983,54,monthly issuance
727,35,monthly issuance
3048,74,weekly issuance
3025,25,monthly issuance
906,59,monthly issuance
845,14,monthly issuance
124,55,monthly issuance
3958,59,monthly issuance
777,30,monthly issuance
1573,63,monthly issuance
3276,1,monthly issuance
