loan_id,account_id,loan_amount,loan_duration,loan_payments,status,account_district_id,disp_id,client_id,has_disponent,client_district_id,last_balance,monthly_diff,code,region,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants > 2000,no. of cities ,ratio of urban inhabitants,average salary,ratio enterpreneurs,unemploymant rate growth,crime rate growth,age_on_loan_request,age_on_loan_request_disc,account_frequency_issuance after transaction,account_frequency_monthly issuance,account_frequency_weekly issuance,gender_Female,gender_Male
5072,472,196800,24,8200,,8,568,568,False,8,38166.1,-40234,8,1.0,95,19,8,8,0.6940000000000001,11277,0.127,0.18999999999999995,-0.001713291393387766,37,2.0,0.0,1.0,0.0,1.0,0.0
6913,9377,99936,24,4164,,1,11237,11545,False,1,91178.5,9476,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,31,2.0,0.0,1.0,0.0,1.0,0.0
6386,6856,124344,36,3454,,43,8276,8276,False,43,66449.9,11515,43,2.0,73,21,7,6,0.763,9425,0.125,0.78,-0.0011986110939488676,18,0.0,0.0,1.0,0.0,1.0,0.0
5634,3229,39024,12,3252,,64,3906,3906,False,64,35436.7,13000,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,60,5.0,0.0,1.0,0.0,0.0,1.0
5758,3859,307200,60,5120,,53,4652,4652,False,53,10043.6,772,53,6.0,88,33,8,7,0.509,8240,0.099,1.0300000000000002,0.00049114548099823,35,2.0,0.0,1.0,0.0,0.0,1.0
6819,9031,50112,24,2088,,47,10815,11123,False,47,68616.8,17154,47,2.0,83,26,6,6,0.728,9538,0.111,0.30000000000000004,-0.004114897281338418,49,3.0,0.0,1.0,0.0,0.0,1.0
7088,10233,239160,60,3986,,27,12278,12586,False,27,28610.8,-18203,27,7.0,71,19,10,7,0.43799999999999994,8561,0.11,0.64,0.0014562096941959641,50,4.0,0.0,1.0,0.0,0.0,1.0
5039,314,66840,24,2785,,15,383,383,True,15,22674.3,-26067,15,5.0,22,16,8,5,0.519,9045,0.124,0.4700000000000002,0.0005782706306551466,58,4.0,1.0,0.0,0.0,1.0,0.0
5532,2754,335280,48,6985,,57,3326,3326,False,57,29880.9,-38103,57,6.0,21,37,23,8,0.48,8720,0.116,0.77,-0.00048161823727725157,44,3.0,0.0,0.0,1.0,1.0,0.0
6037,5118,53232,48,1109,,72,6175,6175,False,72,35612.5,4541,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,33,2.0,0.0,1.0,0.0,0.0,1.0
6322,6510,76992,24,3208,,74,7862,7862,False,74,52478.9,10495,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,32,2.0,0.0,1.0,0.0,0.0,1.0
6887,9263,39576,12,3298,,68,11097,11405,True,68,29753.3,-14111,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,33,2.0,0.0,1.0,0.0,1.0,0.0
6660,8094,220428,36,6123,,67,9689,9997,False,67,48503.1,-33148,67,4.0,38,25,8,6,0.631,8110,0.109,0.7800000000000002,-0.0015558111905255812,35,2.0,0.0,1.0,0.0,0.0,1.0
5451,2350,159744,48,3328,,18,2841,2841,False,18,53598.4,6001,18,5.0,60,13,3,4,0.653,8968,0.131,0.52,0.002404560177654564,24,1.0,0.0,1.0,0.0,1.0,0.0
6014,4999,165168,36,4588,,1,6039,6039,True,1,25659.5,-16745,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,39,2.0,0.0,1.0,0.0,1.0,0.0
5556,2872,268320,60,4472,,1,3471,3471,False,1,12652.9,5905,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,45,3.0,0.0,1.0,0.0,1.0,0.0
6346,6649,100260,60,1671,,1,8030,8030,False,1,77813.6,3383,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,30,2.0,0.0,1.0,0.0,0.0,1.0
5850,4293,164196,36,4561,,64,5171,5171,False,64,82971.3,6085,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,41,3.0,1.0,0.0,0.0,1.0,0.0
5940,4660,106944,24,4456,,63,5618,5618,False,63,54045.6,-20159,63,6.0,38,36,6,5,0.505,8288,0.11,0.7299999999999995,-0.0011790135586559245,44,3.0,0.0,1.0,0.0,1.0,0.0
7119,10361,86880,12,7240,,21,12442,12750,False,21,34575.3,-38748,21,5.0,87,16,8,7,0.67,9104,0.123,0.5599999999999998,0.000532187678403824,57,4.0,0.0,1.0,0.0,1.0,0.0
5253,1447,100080,48,2085,,65,1755,1755,False,65,29942.7,-1895,65,6.0,101,41,5,4,0.43700000000000006,8403,0.105,-0.020000000000000462,0.0049124343257443085,32,2.0,0.0,1.0,0.0,1.0,0.0
6851,9138,272220,60,4537,,26,10942,11250,False,26,1580.3,6790,26,7.0,0,0,1,1,1.0,10787,0.131,0.44999999999999973,0.0012907086577216645,51,4.0,0.0,1.0,0.0,1.0,0.0
6695,8320,309660,60,5161,,51,9965,10273,True,51,44736.8,-15811,51,2.0,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272485,39,2.0,0.0,1.0,0.0,1.0,0.0
6908,9353,188616,24,7859,,59,11208,11516,True,59,57226.7,4628,59,6.0,41,29,9,6,0.621,8444,0.106,0.22999999999999998,-0.0026637029144583957,59,4.0,0.0,1.0,0.0,0.0,1.0
7255,11096,213300,60,3555,,28,13332,13640,False,28,37716.7,7396,28,7.0,66,26,10,8,0.369,8594,0.112,0.3899999999999997,-0.0007581919190526737,42,3.0,0.0,1.0,0.0,1.0,0.0
5674,3418,207264,48,4318,,42,4132,4132,True,42,46281.9,5131,42,2.0,87,25,7,7,0.591,8388,0.087,0.5299999999999998,0.00010426767597777013,35,2.0,1.0,0.0,0.0,0.0,1.0
6278,6265,87360,24,3640,,5,7567,7567,False,5,58492.3,12767,5,1.0,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.004434404283801874,60,5.0,0.0,1.0,0.0,0.0,1.0
5486,2516,466608,48,9721,,6,3038,3038,False,6,60775.8,3198,6,1.0,60,23,6,4,0.515,8546,0.126,1.0699999999999994,0.0061567666713697525,51,4.0,0.0,1.0,0.0,1.0,0.0
5174,1093,385104,48,8023,,54,1311,1311,False,54,51738.6,-41494,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,40,3.0,0.0,1.0,0.0,1.0,0.0
6621,7957,42900,12,3575,,51,9525,9833,True,51,97149.3,14413,51,2.0,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272485,33,2.0,0.0,1.0,0.0,0.0,1.0
6313,6461,150912,36,4192,,50,7796,7796,True,50,43737.3,3976,50,2.0,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.00010720307185529534,22,1.0,0.0,1.0,0.0,1.0,0.0
6435,7045,288720,48,6015,,51,8502,8502,False,51,102188.4,-22068,51,2.0,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272485,54,4.0,0.0,1.0,0.0,0.0,1.0
6970,9677,31620,60,527,,8,11603,11911,False,8,25880.0,7707,8,1.0,95,19,8,8,0.6940000000000001,11277,0.127,0.18999999999999995,-0.001713291393387766,58,4.0,0.0,1.0,0.0,0.0,1.0
6310,6440,34572,12,2881,,1,7772,7772,False,1,83661.6,10457,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,20,1.0,0.0,1.0,0.0,1.0,0.0
5932,4626,33348,12,2779,,9,5574,5574,False,9,17171.7,1320,9,1.0,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.006146734854445318,27,1.0,0.0,1.0,0.0,1.0,0.0
6877,9241,285240,60,4754,,74,11071,11379,True,74,59862.7,-23441,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,45,3.0,0.0,1.0,0.0,0.0,1.0
6763,8772,88272,48,1839,,1,10505,10813,False,1,7083.3,-6671,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,18,0.0,0.0,1.0,0.0,1.0,0.0
7085,10202,305424,48,6363,,70,12239,12547,False,70,9680.4,5427,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,34,2.0,0.0,1.0,0.0,1.0,0.0
7049,10063,233424,36,6484,,4,12068,12376,False,4,47248.7,-31977,4,1.0,63,29,8,6,0.674,9753,0.109,0.41000000000000014,0.004323083799777174,38,2.0,0.0,0.0,1.0,0.0,1.0
6959,9633,59448,24,2477,,70,11549,11857,False,70,54909.1,3050,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,45,3.0,0.0,1.0,0.0,0.0,1.0
5214,1270,74772,36,2077,,55,1533,1533,False,55,33277.4,-8788,55,6.0,49,70,18,9,0.33899999999999997,8743,0.111,0.5500000000000003,0.001496414971790986,37,2.0,1.0,0.0,0.0,0.0,1.0
6350,6678,294384,48,6133,,54,8064,8064,False,54,111013.5,2479,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,31,2.0,0.0,1.0,0.0,1.0,0.0
5063,442,357840,48,7455,,54,533,533,False,54,10100.0,3366,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,56,4.0,0.0,1.0,0.0,1.0,0.0
5041,319,369000,60,6150,,47,389,389,False,47,59544.8,6000,47,2.0,83,26,6,6,0.728,9538,0.111,0.30000000000000004,-0.004114897281338418,23,1.0,0.0,0.0,1.0,1.0,0.0
5086,525,210384,48,4383,,70,631,631,False,70,46478.3,5325,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,41,3.0,0.0,1.0,0.0,1.0,0.0
6942,9513,18324,12,1527,,59,11405,11713,True,59,31236.8,8183,59,6.0,41,29,9,6,0.621,8444,0.106,0.22999999999999998,-0.0026637029144583957,46,3.0,0.0,1.0,0.0,1.0,0.0
5270,1528,191088,48,3981,,50,1852,1852,False,50,38391.7,2742,50,2.0,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.00010720307185529534,35,2.0,0.0,1.0,0.0,0.0,1.0
6705,8381,333648,48,6951,,14,10047,10355,False,14,99815.6,14660,14,5.0,69,27,11,9,0.748,10045,0.135,0.29000000000000004,-0.0017390227705052733,21,1.0,0.0,1.0,0.0,1.0,0.0
7051,10068,77808,12,6484,,1,12074,12382,True,1,57698.3,14424,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,42,3.0,0.0,1.0,0.0,0.0,1.0
6758,8742,33144,12,2762,,70,10469,10777,True,70,31693.2,6386,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,18,0.0,0.0,1.0,0.0,1.0,0.0
6249,6138,67608,24,2817,,54,7411,7411,True,54,17205.7,-13633,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,35,2.0,0.0,1.0,0.0,1.0,0.0
5808,4099,41856,48,872,,54,4937,4937,False,54,37069.1,5238,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,37,2.0,0.0,1.0,0.0,1.0,0.0
5377,2116,92400,12,7700,,70,2560,2560,False,70,46489.0,6556,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,23,1.0,0.0,1.0,0.0,1.0,0.0
5446,2334,48312,24,2013,,50,2822,2822,False,50,41196.7,-2452,50,2.0,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.00010720307185529534,39,2.0,0.0,1.0,0.0,0.0,1.0
5856,4320,51360,12,4280,,61,5203,5203,False,61,64529.7,4963,61,6.0,139,28,6,6,0.5379999999999999,8814,0.107,0.9800000000000004,-0.00044954494177120704,52,4.0,0.0,1.0,0.0,1.0,0.0
4986,97,102876,12,8573,,74,116,116,True,74,40516.3,5099,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,56,4.0,0.0,1.0,0.0,0.0,1.0
7001,9859,300600,60,5010,,27,11825,12133,False,27,73926.0,-22925,27,7.0,71,19,10,7,0.43799999999999994,8561,0.11,0.64,0.0014562096941959641,33,2.0,0.0,1.0,0.0,1.0,0.0
6677,8169,97980,60,1633,,29,9782,10090,False,29,16038.7,5124,29,7.0,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723148,17,0.0,0.0,1.0,0.0,1.0,0.0
6665,8114,99300,60,1655,,59,9715,10023,False,59,35199.4,6742,59,6.0,41,29,9,6,0.621,8444,0.106,0.22999999999999998,-0.0026637029144583957,24,1.0,0.0,1.0,0.0,1.0,0.0
5817,4127,100800,24,4200,,50,4968,4968,False,50,-1571.5,2804,50,2.0,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.00010720307185529534,59,4.0,0.0,1.0,0.0,0.0,1.0
6984,9730,116040,60,1934,,54,11668,11976,True,54,32564.7,6581,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,58,4.0,0.0,1.0,0.0,1.0,0.0
6541,7565,153504,48,3198,,59,9062,9370,False,59,27633.1,-14008,59,6.0,41,29,9,6,0.621,8444,0.106,0.22999999999999998,-0.0026637029144583957,22,1.0,0.0,1.0,0.0,0.0,1.0
5117,718,76944,12,6412,,1,861,861,False,1,59256.4,11384,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,41,3.0,0.0,1.0,0.0,1.0,0.0
6097,5362,202848,48,4226,,76,6473,6473,True,76,33802.0,-15734,76,4.0,31,32,15,7,0.512,8369,0.107,1.1499999999999995,-0.007293768499399383,57,4.0,0.0,0.0,1.0,1.0,0.0
5389,2165,78600,24,3275,,51,2621,2621,False,51,67058.7,-8202,51,2.0,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272485,41,3.0,0.0,1.0,0.0,0.0,1.0
7219,10905,57120,48,1190,,32,13097,13405,False,32,42762.2,7318,32,3.0,32,19,9,10,0.81,9272,0.118,0.4200000000000004,0.0015705610234346742,39,2.0,0.0,1.0,0.0,0.0,1.0
6338,6592,390660,60,6511,,1,7959,7959,False,1,60956.6,13363,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,19,0.0,0.0,1.0,0.0,1.0,0.0
6922,9424,83628,36,2323,,54,11290,11598,False,54,31228.0,-10903,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,20,1.0,0.0,1.0,0.0,1.0,0.0
5367,2064,83628,36,2323,,54,2503,2503,False,54,31814.7,-10830,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,20,1.0,0.0,1.0,0.0,1.0,0.0
5638,3249,68124,12,5677,,74,3929,3929,False,74,16430.9,5964,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,40,3.0,0.0,1.0,0.0,0.0,1.0
5830,4190,405780,60,6763,,62,5050,5050,False,62,41532.1,6082,62,6.0,22,41,15,5,0.40700000000000003,8544,0.109,0.5700000000000001,0.0012835648783702158,47,3.0,0.0,1.0,0.0,0.0,1.0
5338,1888,57360,12,4780,,6,2291,2291,False,6,15016.3,-25871,6,1.0,60,23,6,4,0.515,8546,0.126,1.0699999999999994,0.0061567666713697525,40,3.0,0.0,1.0,0.0,0.0,1.0
6007,4949,289920,48,6040,,33,5978,5978,False,33,54561.4,-34406,33,3.0,24,17,10,11,0.847,8705,0.116,1.8600000000000003,0.001562301441951905,54,4.0,0.0,1.0,0.0,1.0,0.0
6612,7907,97392,12,8116,,70,9467,9775,True,70,20146.2,6416,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,37,2.0,0.0,1.0,0.0,0.0,1.0
5718,3637,14028,12,1169,,53,4386,4386,False,53,51799.6,6239,53,6.0,88,33,8,7,0.509,8240,0.099,1.0300000000000002,0.00049114548099823,52,4.0,0.0,1.0,0.0,1.0,0.0
6104,5395,158184,36,4394,,47,6511,6511,False,47,28833.7,1695,47,2.0,83,26,6,6,0.728,9538,0.111,0.30000000000000004,-0.004114897281338418,44,3.0,0.0,1.0,0.0,0.0,1.0
5229,1329,23520,12,1960,,53,1608,1608,True,53,19101.8,-5241,53,6.0,88,33,8,7,0.509,8240,0.099,1.0300000000000002,0.00049114548099823,56,4.0,0.0,1.0,0.0,0.0,1.0
6625,7966,473280,60,7888,,54,9538,9846,False,54,25908.9,2877,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,30,2.0,0.0,1.0,0.0,1.0,0.0
5206,1242,128544,24,5356,,74,1499,1499,False,74,31182.1,7630,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,46,3.0,1.0,0.0,0.0,1.0,0.0
5963,4746,204780,60,3413,,54,5727,5727,False,54,89411.0,12772,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,45,3.0,0.0,1.0,0.0,0.0,1.0
4990,110,162576,36,4516,,36,132,132,False,36,55539.8,5983,36,3.0,29,19,9,9,0.852,9198,0.131,0.9500000000000002,0.0021050389369553367,45,3.0,0.0,1.0,0.0,0.0,1.0
6641,8026,128268,36,3563,,36,9606,9914,False,36,48338.4,8053,36,3.0,29,19,9,9,0.852,9198,0.131,0.9500000000000002,0.0021050389369553367,55,4.0,0.0,1.0,0.0,0.0,1.0
5369,2080,214596,36,5961,,74,2522,2522,True,74,86514.1,-36941,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,60,5.0,0.0,1.0,0.0,0.0,1.0
6196,5837,177804,36,4939,,5,7065,7065,False,5,46296.7,3306,5,1.0,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.004434404283801874,26,1.0,0.0,1.0,0.0,1.0,0.0
5236,1374,389136,48,8107,,53,1662,1662,False,53,88469.8,-46133,53,6.0,88,33,8,7,0.509,8240,0.099,1.0300000000000002,0.00049114548099823,30,2.0,0.0,1.0,0.0,0.0,1.0
5719,3664,271584,48,5658,,1,4417,4417,False,1,92401.4,5435,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,21,1.0,0.0,1.0,0.0,0.0,1.0
5643,3273,94512,12,7876,,74,3962,3962,False,74,23811.1,-52181,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,45,3.0,0.0,1.0,0.0,0.0,1.0
7050,10065,311232,48,6484,,76,12070,12378,False,76,52289.2,2904,76,4.0,31,32,15,7,0.512,8369,0.107,1.1499999999999995,-0.007293768499399383,51,4.0,0.0,1.0,0.0,1.0,0.0
6355,6699,127200,48,2650,,35,8089,8089,False,35,39078.4,-5110,35,3.0,10,18,6,7,0.805,8867,0.13,0.18999999999999995,0.0026586157173756307,32,2.0,0.0,1.0,0.0,0.0,1.0
6688,8268,8616,24,359,,59,9901,10209,False,59,29184.0,7022,59,6.0,41,29,9,6,0.621,8444,0.106,0.22999999999999998,-0.0026637029144583957,22,1.0,0.0,1.0,0.0,0.0,1.0
6239,6083,360864,48,7518,,6,7348,7348,False,6,27383.2,2106,6,1.0,60,23,6,4,0.515,8546,0.126,1.0699999999999994,0.0061567666713697525,20,1.0,0.0,0.0,1.0,1.0,0.0
5531,2753,66432,24,2768,,26,3324,3324,True,26,17745.1,-17402,26,7.0,0,0,1,1,1.0,10787,0.131,0.44999999999999973,0.0012907086577216645,26,1.0,0.0,1.0,0.0,1.0,0.0
6113,5445,78696,36,2186,,72,6571,6571,False,72,36307.5,-6407,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,27,1.0,0.0,1.0,0.0,1.0,0.0
7181,10679,197808,24,8242,,1,12826,13134,False,1,43883.1,-35729,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,35,2.0,0.0,1.0,0.0,1.0,0.0
6118,5477,349392,48,7279,,57,6610,6610,False,57,64050.3,7523,57,6.0,21,37,23,8,0.48,8720,0.116,0.77,-0.00048161823727725157,43,3.0,0.0,1.0,0.0,0.0,1.0
7264,11141,44940,12,3745,,1,13386,13694,False,1,76986.0,9623,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,22,1.0,0.0,0.0,1.0,1.0,0.0
5343,1906,44952,24,1873,,1,2316,2316,False,1,51718.3,8523,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,28,1.0,0.0,1.0,0.0,0.0,1.0
5051,378,230400,60,3840,,68,458,458,False,68,49277.3,11715,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,36,2.0,0.0,1.0,0.0,0.0,1.0
5779,3942,107352,36,2982,,27,4754,4754,False,27,61126.0,8617,27,7.0,71,19,10,7,0.43799999999999994,8561,0.11,0.64,0.0014562096941959641,58,4.0,0.0,0.0,1.0,1.0,0.0
6605,7890,79344,48,1653,,23,9447,9755,False,23,30004.1,4977,23,7.0,21,11,7,9,0.855,8624,0.102,0.8700000000000001,0.003649092302588682,46,3.0,0.0,1.0,0.0,1.0,0.0
6655,8085,260400,60,4340,,73,9679,9987,False,73,21054.8,9381,73,4.0,17,49,14,7,0.564,8746,0.09,0.41000000000000014,0.0004285078587242552,47,3.0,0.0,1.0,0.0,1.0,0.0
6534,7542,590820,60,9847,,54,9032,9340,False,54,30859.3,6807,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,30,2.0,0.0,1.0,0.0,0.0,1.0
5681,3448,68664,24,2861,,58,4169,4169,True,58,36642.4,2155,58,6.0,98,16,7,4,0.636,8757,0.096,0.5700000000000003,0.002372577040049833,18,0.0,0.0,0.0,1.0,1.0,0.0
6607,7894,153144,36,4254,,27,9452,9760,False,27,57715.7,10128,27,7.0,71,19,10,7,0.43799999999999994,8561,0.11,0.64,0.0014562096941959641,29,1.0,0.0,1.0,0.0,0.0,1.0
6242,6097,26208,36,728,,29,7366,7366,False,29,37647.8,9411,29,7.0,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723148,25,1.0,0.0,1.0,0.0,1.0,0.0
7242,11027,48096,24,2004,,32,13248,13556,False,32,32352.9,-8137,32,3.0,32,19,9,10,0.81,9272,0.118,0.4200000000000004,0.0015705610234346742,39,2.0,0.0,0.0,1.0,0.0,1.0
7277,11231,89280,12,7440,,1,13495,13803,False,1,62119.7,-35745,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,50,4.0,0.0,1.0,0.0,0.0,1.0
6675,8158,238716,36,6631,,48,9767,10075,False,48,83069.1,-27211,48,2.0,50,24,9,9,0.59,9060,0.124,0.6599999999999999,0.0007852574251155721,33,2.0,0.0,0.0,1.0,0.0,1.0
5398,2187,53472,12,4456,,9,2647,2647,True,9,64314.3,3061,9,1.0,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.006146734854445318,58,4.0,0.0,0.0,1.0,0.0,1.0
5956,4725,168264,36,4674,,73,5699,5699,False,73,27575.2,-18258,73,4.0,17,49,14,7,0.564,8746,0.09,0.41000000000000014,0.0004285078587242552,47,3.0,0.0,1.0,0.0,0.0,1.0
5731,3711,460980,60,7683,,3,4474,4474,False,3,19163.5,3193,3,1.0,55,26,5,5,0.41700000000000004,8980,0.111,0.26,-0.00014621437686091024,33,2.0,0.0,1.0,0.0,1.0,0.0
6956,9631,59448,24,2477,,11,11547,11855,False,11,33869.8,-13742,11,1.0,35,36,9,7,0.365,9622,0.154,0.13999999999999996,0.0007139363010166982,40,3.0,0.0,1.0,0.0,0.0,1.0
6437,7052,63972,36,1777,,55,8510,8510,False,55,39052.7,-896,55,6.0,49,70,18,9,0.33899999999999997,8743,0.111,0.5500000000000003,0.001496414971790986,50,4.0,1.0,0.0,0.0,0.0,1.0
5447,2335,541200,60,9020,,70,2823,2823,False,70,6360.9,4267,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,51,4.0,0.0,1.0,0.0,1.0,0.0
5973,4784,219456,48,4572,,46,5774,5774,True,46,77123.8,-10164,46,2.0,48,20,10,10,0.735,8369,0.117,0.52,-0.0020938877995546053,38,2.0,0.0,1.0,0.0,1.0,0.0
6075,5267,129312,24,5388,,4,6363,6363,False,4,71516.6,3109,4,1.0,63,29,8,6,0.674,9753,0.109,0.41000000000000014,0.004323083799777174,24,1.0,0.0,1.0,0.0,1.0,0.0
5281,1580,194256,24,8094,,69,1913,1913,False,69,67742.6,2945,69,4.0,4,13,6,3,0.484,8173,0.124,4.185,-0.03675766563134911,30,2.0,0.0,1.0,0.0,0.0,1.0
5103,666,12540,12,1045,,27,798,798,True,27,54562.2,8107,27,7.0,71,19,10,7,0.43799999999999994,8561,0.11,0.64,0.0014562096941959641,58,4.0,0.0,1.0,0.0,1.0,0.0
6468,7176,203940,60,3399,,1,8661,8661,False,1,51081.3,7820,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,44,3.0,0.0,1.0,0.0,1.0,0.0
7209,10857,385560,60,6426,,50,13038,13346,False,50,10414.7,743,50,2.0,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.00010720307185529534,42,3.0,0.0,1.0,0.0,0.0,1.0
5584,2986,24792,24,1033,,63,3606,3606,False,63,72489.8,7142,63,6.0,38,36,6,5,0.505,8288,0.11,0.7299999999999995,-0.0011790135586559245,40,3.0,0.0,1.0,0.0,0.0,1.0
4988,103,265320,36,7370,,44,124,124,False,44,19992.8,951,44,2.0,77,26,9,7,0.53,8254,0.097,0.9699999999999998,0.0015055962729390376,30,2.0,0.0,1.0,0.0,0.0,1.0
6502,7424,30276,12,2523,,68,8894,9202,False,68,27846.6,8366,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,36,2.0,0.0,1.0,0.0,0.0,1.0
5651,3329,19248,12,1604,,3,4024,4024,True,3,56435.5,9048,3,1.0,55,26,5,5,0.41700000000000004,8980,0.111,0.26,-0.00014621437686091024,33,2.0,0.0,1.0,0.0,0.0,1.0
4962,25,30276,12,2523,,68,31,31,False,68,31621.9,8588,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,36,2.0,0.0,1.0,0.0,0.0,1.0
5862,4342,100128,24,4172,,74,5232,5232,False,74,55023.7,7965,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,50,4.0,0.0,1.0,0.0,1.0,0.0
7199,10789,45768,12,3814,,75,12953,13261,True,75,76389.2,16487,75,4.0,67,30,6,5,0.6459999999999999,8819,0.099,0.28000000000000025,0.003202156021792048,53,4.0,0.0,1.0,0.0,0.0,1.0
6727,8505,42840,12,3570,,70,10184,10492,False,70,57767.4,6418,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,60,5.0,0.0,1.0,0.0,0.0,1.0
7279,11244,155760,24,6490,,33,13512,13820,False,33,55447.1,12775,33,3.0,24,17,10,11,0.847,8705,0.116,1.8600000000000003,0.001562301441951905,49,3.0,0.0,1.0,0.0,1.0,0.0
6544,7594,130464,48,2718,,16,9095,9403,False,16,32928.2,6037,16,5.0,74,21,11,8,0.569,8427,0.107,0.41999999999999993,0.00041519839030777913,24,1.0,0.0,1.0,0.0,0.0,1.0
5933,4631,87528,24,3647,,77,5579,5579,True,77,74816.0,-17470,77,4.0,8,35,15,4,0.535,8909,0.113,1.5499999999999998,0.0008751556767309569,47,3.0,1.0,0.0,0.0,0.0,1.0
