"code","loan_id","account_id","loan_amount","loan_duration","loan_payments","status","account_district_id","account_frequency","disp_id","client_id","has_disponent","client_district_id","gender","last_balance","monthly_diff","age_on_loan_request","age_on_loan_request_disc","region","no. of municipalities with inhabitants < 499","no. of municipalities with inhabitants 500-1999","no. of municipalities with inhabitants > 2000","no. of cities ","ratio of urban inhabitants","average salary","ratio enterpreneurs","unemploymant rate growth","crime rate growth"
1.0,6817.0,9024.0,70656.0,48.0,1472.0,1.0,1.0,"monthly issuance",10806.0,11114.0,"False",1.0,"Male",22476.1,5283.0,44.0,"40-49","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
27.0,5923.0,4585.0,64656.0,48.0,1347.0,1.0,27.0,"monthly issuance",5526.0,5526.0,"True",27.0,"Male",44749.0,11187.0,50.0,"50-59","west Bohemia",71.0,19.0,10.0,7.0,0.43799999999999994,8561.0,0.11,0.64,0.0014562096941959641
19.0,5329.0,1862.0,396120.0,60.0,6602.0,1.0,19.0,"weekly issuance",2259.0,2259.0,"False",19.0,"Female",88610.1,-37988.0,47.0,"40-49","south Bohemia",50.0,11.0,4.0,4.0,0.527,8402.0,0.12,0.8500000000000001,0.0019444660496227735
9.0,6644.0,8039.0,93600.0,24.0,3900.0,1.0,9.0,"monthly issuance",9622.0,9930.0,"False",9.0,"Male",26235.8,5081.0,24.0,"21-29","central Bohemia",61.0,23.0,6.0,6.0,0.5529999999999999,8899.0,0.149,0.5800000000000001,-0.006146734854445318
16.0,6354.0,6688.0,22968.0,36.0,638.0,1.0,16.0,"monthly issuance",8076.0,8076.0,"False",16.0,"Female",38831.0,9707.0,46.0,"40-49","south Bohemia",74.0,21.0,11.0,8.0,0.569,8427.0,0.107,0.41999999999999993,4.1519839030777913E-4
13.0,5082.0,501.0,262980.0,60.0,4383.0,1.0,13.0,"monthly issuance",603.0,603.0,"False",13.0,"Female",76081.3,6340.0,31.0,"30-39","central Bohemia",61.0,22.0,2.0,2.0,0.413,8598.0,0.123,0.48999999999999977,0.005155690732738636
64.0,6585.0,7795.0,372120.0,60.0,6202.0,1.0,64.0,"monthly issuance",9333.0,9641.0,"True",64.0,"Male",46580.5,2117.0,52.0,"50-59","south Moravia",29.0,41.0,12.0,10.0,0.747,9624.0,0.145,0.71,-0.0011111167484360652
70.0,6921.0,9422.0,86184.0,12.0,7182.0,1.0,70.0,"monthly issuance",11288.0,11596.0,"False",70.0,"Female",43157.5,-39177.0,56.0,"50-59","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
70.0,5366.0,2062.0,86184.0,12.0,7182.0,1.0,70.0,"monthly issuance",2501.0,2501.0,"False",70.0,"Female",39660.8,-39614.0,56.0,"50-59","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
62.0,5886.0,4447.0,192744.0,36.0,5354.0,1.0,62.0,"monthly issuance",5364.0,5364.0,"True",62.0,"Male",27799.1,6949.0,33.0,"30-39","south Moravia",22.0,41.0,15.0,5.0,0.40700000000000003,8544.0,0.109,0.5700000000000001,0.0012835648783702158
37.0,5741.0,3754.0,68544.0,24.0,2856.0,1.0,37.0,"weekly issuance",4529.0,4529.0,"True",37.0,"Male",23729.8,-22624.0,20.0,"21-29","north Bohemia",71.0,26.0,8.0,9.0,0.623,9065.0,0.123,0.9299999999999997,1.6665789519849832E-4
40.0,4996.0,132.0,88440.0,12.0,7370.0,1.0,40.0,"issuance after transaction",158.0,158.0,"True",40.0,"Female",79007.6,13151.0,51.0,"50-59","north Bohemia",9.0,16.0,9.0,8.0,0.853,9317.0,0.097,0.5800000000000001,-6.010084453394527E-4
53.0,6015.0,5001.0,110112.0,24.0,4588.0,1.0,53.0,"monthly issuance",6042.0,6042.0,"False",53.0,"Male",135658.1,14782.0,33.0,"30-39","south Moravia",88.0,33.0,8.0,7.0,0.509,8240.0,0.099,1.0300000000000002,4.9114548099823E-4
1.0,6309.0,6434.0,110136.0,24.0,4589.0,1.0,1.0,"monthly issuance",7765.0,7765.0,"False",1.0,"Female",40746.5,3689.0,39.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
64.0,6073.0,5263.0,276300.0,60.0,4605.0,1.0,64.0,"monthly issuance",6359.0,6359.0,"False",64.0,"Male",27578.1,4439.0,20.0,"21-29","south Moravia",29.0,41.0,12.0,10.0,0.747,9624.0,0.145,0.71,-0.0011111167484360652
43.0,6006.0,4948.0,359760.0,60.0,5996.0,1.0,43.0,"monthly issuance",5977.0,5977.0,"False",43.0,"Male",39959.4,3674.0,17.0,"0-19","east Bohemia",73.0,21.0,7.0,6.0,0.763,9425.0,0.125,0.78,-0.0011986110939488676
14.0,5611.0,3115.0,321180.0,60.0,5353.0,1.0,14.0,"monthly issuance",3767.0,3767.0,"True",14.0,"Male",37183.5,-22118.0,60.0,"60-69","south Bohemia",69.0,27.0,11.0,9.0,0.748,10045.0,0.135,0.29000000000000004,-0.0017390227705052733
62.0,6944.0,9548.0,46176.0,48.0,962.0,1.0,62.0,"monthly issuance",11446.0,11754.0,"False",62.0,"Male",38725.1,8056.0,30.0,"30-39","south Moravia",22.0,41.0,15.0,5.0,0.40700000000000003,8544.0,0.109,0.5700000000000001,0.0012835648783702158
14.0,7101.0,10297.0,421008.0,48.0,8771.0,1.0,14.0,"monthly issuance",12354.0,12662.0,"False",14.0,"Male",31168.0,9058.0,43.0,"40-49","south Bohemia",69.0,27.0,11.0,9.0,0.748,10045.0,0.135,0.29000000000000004,-0.0017390227705052733
52.0,6599.0,7859.0,72120.0,12.0,6010.0,1.0,52.0,"monthly issuance",9409.0,9717.0,"True",52.0,"Female",98631.7,-32222.0,44.0,"40-49","east Bohemia",59.0,41.0,11.0,10.0,0.619,8363.0,0.108,0.9700000000000002,0.0016905015394354445
1.0,6940.0,9510.0,228276.0,36.0,6341.0,1.0,1.0,"monthly issuance",11401.0,11709.0,"True",1.0,"Male",53707.9,8951.0,35.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
62.0,5209.0,1250.0,182640.0,48.0,3805.0,1.0,62.0,"monthly issuance",1509.0,1509.0,"False",62.0,"Female",23898.3,-16213.0,55.0,"50-59","south Moravia",22.0,41.0,15.0,5.0,0.40700000000000003,8544.0,0.109,0.5700000000000001,0.0012835648783702158
31.0,5388.0,2153.0,61560.0,12.0,5130.0,1.0,31.0,"weekly issuance",2606.0,2606.0,"False",31.0,"Male",20051.1,-21478.0,54.0,"50-59","west Bohemia",34.0,12.0,4.0,4.0,0.5920000000000001,8930.0,0.108,0.6800000000000002,0.0024165416171340595
54.0,6011.0,4981.0,179328.0,48.0,3736.0,1.0,54.0,"monthly issuance",6015.0,6015.0,"False",54.0,"Male",36074.7,6565.0,23.0,"21-29","south Moravia",0.0,0.0,1.0,1.0,1.0,9897.0,0.14,0.3599999999999999,-6.450447661067678E-5
10.0,5591.0,3021.0,155616.0,48.0,3242.0,1.0,10.0,"monthly issuance",3649.0,3649.0,"False",10.0,"Female",24447.1,-15179.0,37.0,"30-39","central Bohemia",55.0,29.0,7.0,5.0,0.467,10124.0,0.141,-0.020000000000000018,0.005494982841753182
55.0,7154.0,10520.0,417600.0,60.0,6960.0,1.0,55.0,"issuance after transaction",12635.0,12943.0,"False",55.0,"Male",58638.6,4188.0,26.0,"21-29","south Moravia",49.0,70.0,18.0,9.0,0.33899999999999997,8743.0,0.111,0.5500000000000003,0.001496414971790986
39.0,7130.0,10411.0,123408.0,24.0,5142.0,1.0,39.0,"issuance after transaction",12502.0,12810.0,"False",39.0,"Male",8357.1,7511.0,32.0,"30-39","north Bohemia",17.0,4.0,5.0,4.0,0.899,10446.0,0.09,2.0600000000000005,-0.0017014888027023646
72.0,6818.0,9030.0,155616.0,48.0,3242.0,1.0,72.0,"monthly issuance",10813.0,11121.0,"True",72.0,"Female",60694.1,5313.0,26.0,"21-29","north Moravia",32.0,50.0,11.0,4.0,0.626,8994.0,0.11,0.9900000000000002,-0.0020519896339144354
29.0,5625.0,3189.0,222180.0,60.0,3703.0,-1.0,29.0,"monthly issuance",3855.0,3855.0,"False",29.0,"Male",59578.8,4583.0,58.0,"50-59","west Bohemia",52.0,10.0,6.0,6.0,0.556,8843.0,0.113,0.7800000000000002,0.0015312595703723148
70.0,6805.0,8972.0,45024.0,48.0,938.0,1.0,70.0,"monthly issuance",10742.0,11050.0,"False",70.0,"Female",38384.3,8387.0,40.0,"40-49","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
16.0,7233.0,10963.0,115812.0,36.0,3217.0,1.0,16.0,"monthly issuance",13172.0,13480.0,"False",16.0,"Male",41878.1,2204.0,44.0,"40-49","south Bohemia",74.0,21.0,11.0,8.0,0.569,8427.0,0.107,0.41999999999999993,4.1519839030777913E-4
67.0,7308.0,11362.0,129408.0,24.0,5392.0,1.0,67.0,"monthly issuance",13663.0,13971.0,"False",67.0,"Female",24199.5,5510.0,34.0,"30-39","north Moravia",38.0,25.0,8.0,6.0,0.631,8110.0,0.109,0.7800000000000002,-0.0015558111905255812
